96,78,110,65,3,71,102,71
56,76,99,66,3,67,102,85
50,69,111,85,7,84,100,84
40,84,110,77,2,69,102,65
13,83,110,83,1,82,100,80
100,67,105,85,8,83,102,77
87,68,110,66,1,84,110,65
96,66,116,65,5,80,102,80
35,75,99,66,4,85,110,65
91,69,99,78,9,85,102,70
98,74,110,82,4,77,102,77
45,67,111,65,9,72,100,85
83,68,99,71,7,83,110,76
12,72,99,67,6,67,110,73
17,86,110,66,2,70,100,84
58,67,116,84,7,85,100,83
73,84,110,84,4,65,102,75
56,66,105,65,9,68,102,84
14,79,116,67,8,66,102,78
9,72,99,65,3,78,110,83
82,77,116,76,6,66,100,83
60,73,111,66,4,83,110,84
30,70,99,72,8,69,100,85
4,67,111,77,9,69,102,83
43,79,105,65,6,76,100,77
27,74,110,75,4,83,102,66
77,86,116,65,3,76,100,67
80,84,105,67,5,73,102,67
8,71,116,77,3,70,102,66
76,75,116,69,10,69,100,80
12,69,116,65,10,70,100,76
69,66,116,77,8,83,102,69
54,69,105,67,8,71,100,77
17,65,110,80,6,83,110,66
91,80,110,83,9,67,102,77
63,68,116,74,9,66,100,84
83,74,116,83,3,77,102,82
82,76,99,85,4,65,110,76
9,77,99,84,5,80,110,69
100,74,99,69,4,67,100,80
50,77,116,77,9,83,100,66
54,77,116,66,7,83,102,73
23,67,99,67,9,73,100,75
69,75,105,75,2,83,110,83
84,79,111,67,1,67,100,83
16,68,99,83,10,86,102,68
41,68,105,86,9,74,100,83
48,81,99,80,4,73,102,65
6,87,116,84,3,82,102,65
67,67,105,75,7,83,102,83
21,87,111,77,1,73,102,70
93,83,99,76,1,71,110,77
15,68,105,84,8,77,102,84
78,70,116,83,10,69,100,78
17,76,111,77,6,71,102,77
3,83,99,66,3,72,102,73
62,66,99,83,9,81,110,84
57,84,116,83,3,89,100,65
61,72,99,65,2,83,110,67
3,76,111,68,1,76,110,82
87,84,116,65,7,73,102,76
86,80,110,67,3,66,102,83
86,74,116,82,2,85,102,72
96,66,99,71,5,67,102,83
63,75,110,67,8,65,102,65
55,77,110,78,5,66,110,65
91,84,99,90,2,84,102,82
45,77,110,78,9,84,102,66
97,71,99,66,6,84,102,78
54,73,110,78,6,67,110,79
6,90,116,84,5,66,102,77
82,77,99,84,6,83,100,71
45,65,105,67,5,77,110,83
7,83,116,71,1,84,102,84
47,71,116,83,5,66,100,78
55,67,99,68,7,80,110,84
22,82,116,71,7,80,100,84
17,82,99,73,3,69,102,77
21,68,110,84,1,83,110,81
66,74,99,86,3,85,110,84
82,77,110,78,7,79,102,68
77,78,105,86,8,68,100,69
43,76,116,83,5,67,102,77
24,66,99,78,7,66,100,83
2,76,111,83,4,66,102,80
7,69,111,71,7,69,102,77
94,82,111,86,10,66,100,83
45,74,99,75,7,65,110,66
23,67,99,76,2,68,110,77
98,83,116,80,8,66,100,76
50,67,99,84,5,67,100,72
47,67,105,85,2,65,100,83
15,78,99,85,2,65,110,69
10,75,116,83,4,71,110,77
3,72,99,71,3,83,100,77
96,65,110,83,3,71,110,85
70,68,99,83,6,82,110,86
95,66,99,67,3,67,102,77
7,66,99,69,9,76,100,83
11,70,99,68,6,65,110,80
87,82,99,83,1,71,102,78
61,84,99,76,7,83,100,83
58,77,110,84,2,83,110,83
49,65,105,83,9,83,100,83
34,82,111,82,8,74,110,66
86,78,105,86,8,66,100,67
10,84,111,73,9,69,100,77
39,85,99,83,4,77,100,80
47,69,110,70,5,83,102,86
56,70,99,65,1,83,110,69
29,76,116,68,10,81,102,85
93,68,116,82,6,83,100,83
61,67,116,73,7,69,110,67
95,73,99,65,8,84,100,83
51,68,110,67,1,75,100,83
25,70,99,67,10,65,102,76
82,67,110,69,1,84,100,73
91,69,110,77,3,67,102,75
13,70,99,80,10,77,100,76
70,67,105,67,1,77,102,83
21,77,116,82,10,77,102,85
87,70,110,66,2,71,110,76
9,83,116,65,7,77,100,66
96,77,110,71,8,77,100,76
75,83,99,75,6,67,110,77
73,79,99,84,1,83,100,84
52,72,111,76,6,83,102,78
8,77,99,77,6,66,100,83
95,83,110,83,7,66,102,65
64,83,116,79,7,75,110,65
45,65,99,83,4,83,110,75
18,74,111,66,8,77,102,77
51,78,111,66,3,84,102,66
23,69,99,68,4,80,110,78
15,67,105,72,10,67,110,77
92,65,105,83,6,65,102,73
96,70,116,65,4,76,100,68
53,77,105,76,3,67,100,80
32,67,116,85,6,73,100,83
17,66,116,73,9,75,110,73
13,69,116,67,3,68,100,73
8,72,110,83,3,65,102,77
86,68,116,65,2,66,102,82
59,77,110,73,6,76,110,83
24,71,105,83,4,81,102,79
60,67,111,77,8,66,102,65
84,65,99,83,6,78,110,71
61,77,105,67,5,66,110,84
67,82,116,67,5,85,110,83
27,83,105,84,8,66,102,90
89,67,111,84,6,65,110,69
7,76,105,83,7,67,110,84
25,71,111,71,5,83,110,73
32,71,116,83,2,71,110,84
62,70,111,73,9,83,100,70
79,78,99,68,3,77,102,67
49,77,116,66,8,83,102,86
99,67,99,67,3,84,110,83
78,77,116,77,6,83,102,82
72,84,99,67,5,76,110,72
5,77,110,84,1,73,110,83
63,68,99,77,5,83,110,86
87,65,99,83,10,65,100,79
80,68,99,66,5,71,102,83
37,75,116,80,9,78,100,75
42,80,110,65,8,66,100,65
98,67,99,76,8,69,100,66
31,70,110,67,1,66,110,71
100,68,105,77,1,77,102,74
55,74,99,73,10,83,100,77
20,66,116,73,5,80,100,76
9,68,99,85,7,65,100,66
70,65,99,77,7,66,102,65
100,78,116,73,7,76,100,90
49,68,111,68,7,71,100,80
73,77,111,66,7,81,110,83
8,74,111,68,9,77,102,73
66,82,111,75,7,73,100,86
70,83,110,80,8,78,102,78
40,68,116,83,6,73,100,77
54,69,116,67,6,66,110,86
5,69,99,75,4,86,100,83
15,80,116,85,10,86,100,77
19,68,99,65,4,72,110,72
60,78,99,85,2,83,100,84
92,76,111,77,9,68,110,69
2,83,99,73,6,84,110,80
48,67,111,80,7,76,102,85
64,74,105,83,3,80,100,83
78,65,111,66,3,71,100,71
18,65,111,67,5,71,110,77
79,77,116,80,9,66,100,85
49,82,116,77,6,77,110,84
37,84,116,66,3,80,100,66
80,73,99,69,5,77,102,66
17,65,99,70,2,77,110,86
17,65,99,66,3,85,100,73
30,76,99,83,5,84,102,66
65,66,116,83,6,77,110,76
8,75,111,80,1,82,100,67
53,65,99,78,8,73,110,82
31,65,110,83,3,77,110,77
97,84,116,77,8,84,110,80
80,78,99,65,7,73,110,67
78,77,105,84,5,82,110,66
97,67,99,77,4,83,102,83
40,65,105,67,5,77,100,66
58,76,116,67,8,78,110,73
23,69,99,69,6,81,110,71
96,76,99,84,8,77,100,77
15,65,110,71,8,71,102,73
73,68,111,74,1,71,100,66
99,78,99,70,10,78,102,77
76,66,99,71,9,83,102,80
64,77,99,84,5,65,102,76
26,66,99,83,3,73,110,69
23,86,105,66,6,84,100,83
71,75,99,67,10,83,100,77
16,87,111,86,8,77,110,73
83,76,110,73,2,82,102,83
38,68,111,67,6,78,110,65
48,67,105,67,10,66,110,84
13,82,105,90,6,83,110,71
25,77,99,83,7,78,100,67
66,67,110,77,9,77,100,69
16,66,99,77,10,69,110,66
28,66,116,69,4,86,110,78
26,86,110,83,10,77,102,83
21,80,105,76,3,69,102,70
44,65,116,81,9,66,102,80
14,86,111,84,3,85,110,83
68,78,116,75,6,77,100,66
91,68,116,84,3,83,102,75
68,69,116,83,5,77,110,78
83,79,105,65,6,71,110,83
33,82,116,84,9,78,102,78
58,76,116,67,2,83,100,67
90,66,116,83,7,66,100,77
27,90,99,83,7,77,100,83
8,70,116,68,4,83,110,85
39,67,105,78,6,76,110,80
32,76,110,68,9,90,100,65
90,83,110,67,4,66,100,85
2,82,116,77,10,75,102,83
82,68,99,73,7,83,110,83
55,74,116,83,3,73,100,76
79,75,99,65,3,84,100,84
90,77,111,86,1,77,110,76
70,71,111,78,2,77,102,68
90,69,116,70,9,66,100,84
44,87,110,83,7,83,110,77
46,75,116,65,5,86,110,76
96,74,99,84,10,76,100,78
45,84,111,78,7,76,110,69
79,68,105,70,10,65,102,65
40,78,99,73,1,78,100,69
49,65,99,80,3,73,110,67
87,82,111,86,3,69,100,65
4,82,99,78,8,72,102,85
36,84,110,65,8,77,110,78
96,74,116,73,4,65,110,83
61,77,116,83,10,84,102,84
67,68,111,90,1,84,100,80
48,81,110,71,4,76,102,90
7,66,111,68,3,78,100,69
63,77,99,82,10,83,100,83
85,65,116,70,1,67,110,83
21,77,105,80,7,67,110,66
56,71,116,68,10,84,100,68
13,77,110,68,4,65,102,83
88,76,99,77,8,69,102,67
29,76,99,66,6,81,102,89
42,82,116,68,1,77,110,84
39,65,116,73,9,80,110,77
25,74,111,69,10,83,110,83
17,67,110,65,4,65,110,77
74,69,105,71,1,75,100,83
4,74,99,83,6,66,110,84
20,71,116,70,1,67,102,71
69,67,116,65,9,77,100,67
22,80,110,70,10,90,100,72
93,86,99,76,4,77,102,76
70,74,110,85,4,67,100,67
8,83,116,66,10,83,100,83
25,66,105,65,10,76,102,76
15,76,116,83,6,69,102,76
9,76,99,66,7,85,102,71
4,67,99,85,1,86,110,77
22,75,116,65,10,69,102,66
81,68,111,83,8,67,110,67
16,84,111,84,6,71,100,85
89,82,105,86,1,86,102,71
36,77,116,80,5,73,102,65
97,70,99,66,3,83,110,85
77,83,111,71,8,71,102,83
74,77,111,66,5,83,110,65
88,77,99,66,3,67,102,70
49,65,116,68,9,80,100,74
95,67,99,77,10,77,110,80
71,77,105,84,2,77,102,80
50,72,105,70,7,78,102,83
11,76,116,66,1,71,102,69
74,68,111,84,5,72,110,73
53,80,116,73,5,77,102,73
20,65,99,75,9,75,100,65
77,83,111,68,6,86,110,66
76,69,105,85,2,66,100,83
8,71,99,76,5,71,100,74
35,82,116,83,1,83,102,66
46,67,110,77,10,84,110,83
18,78,116,75,2,82,102,83
20,65,116,75,9,90,100,83
100,86,99,73,10,66,102,81
16,79,99,71,1,67,102,83
66,84,105,84,3,75,102,76
19,87,99,83,1,70,110,74
57,83,116,67,5,65,100,75
69,75,99,84,10,80,102,83
76,77,116,71,6,71,100,74
69,65,110,77,10,83,100,65
52,76,116,80,2,71,100,78
68,68,110,90,9,78,100,78
36,65,116,77,3,76,102,75
80,83,105,73,10,65,110,84
3,79,99,85,6,84,110,83
33,82,105,83,5,73,110,76
70,68,116,83,7,73,110,69
49,68,105,84,10,75,100,67
16,82,111,83,5,83,100,77
37,83,111,78,10,69,100,78
73,75,111,68,2,84,110,67
12,65,105,84,8,73,100,77
6,82,110,77,9,76,102,65
23,76,99,83,9,76,100,77
46,65,99,67,7,65,110,77
68,76,99,83,9,66,110,83
61,80,116,73,8,83,100,85
97,68,99,80,9,75,100,72
1,83,116,78,5,69,102,75
38,65,105,77,4,66,102,67
72,68,99,65,9,84,110,78
69,66,110,73,4,66,100,83
2,72,99,80,7,80,100,84
94,69,110,77,8,67,100,75
30,76,105,82,5,83,110,68
18,77,111,84,9,83,100,85
85,79,111,69,7,83,102,84
71,68,99,73,8,84,110,84
94,73,99,70,3,73,102,80
52,77,116,78,1,69,102,71
91,80,99,84,8,85,100,77
48,74,116,85,1,67,100,67
88,69,105,84,4,78,102,65
81,74,116,82,10,77,100,84
70,66,116,65,9,77,110,69
77,82,116,74,5,76,102,83
85,70,110,69,6,71,102,71
75,77,111,66,1,71,110,85
61,71,110,83,2,75,110,67
6,80,111,66,6,71,110,68
76,65,116,78,4,65,110,83
1,82,99,67,2,83,110,73
63,79,110,77,7,76,102,73
45,67,105,67,4,78,110,69
94,77,116,83,9,80,102,65
34,82,111,69,4,69,110,66
36,77,111,72,2,70,102,84
69,82,110,71,7,80,110,67
68,65,110,66,3,84,100,80
3,77,116,65,6,86,100,79
25,84,116,77,4,83,100,77
9,74,111,81,4,73,102,68
73,76,110,65,9,66,102,67
26,83,99,82,3,68,100,71
54,90,99,71,10,68,110,73
64,68,116,66,6,77,110,78
9,82,99,78,9,75,102,84
74,80,111,75,9,66,102,77
69,77,116,78,7,83,110,69
90,74,116,71,8,78,110,65
76,68,116,82,9,67,110,73
47,74,116,83,6,69,102,84
68,83,110,76,8,67,110,66
41,74,116,67,2,84,100,82
65,83,116,66,6,77,102,86
89,77,105,83,8,90,100,83
60,69,116,71,6,65,102,75
1,66,110,73,3,66,102,83
100,82,116,74,4,82,100,65
27,72,116,65,2,77,110,83
84,70,110,75,5,78,102,85
94,83,111,75,7,67,102,67
51,76,111,67,4,80,110,76
39,67,116,83,9,66,100,75
98,84,111,76,3,82,110,65
96,69,99,74,2,67,110,78
73,86,116,83,3,83,100,65
97,83,111,66,5,80,110,66
97,75,111,82,9,84,110,75
46,76,105,65,5,65,102,78
58,65,105,77,3,67,102,67
30,75,99,71,3,80,110,83
19,78,99,76,6,83,110,78
86,76,105,80,8,67,110,68
91,83,110,83,1,82,100,77
96,76,111,83,7,83,102,83
52,69,111,83,7,85,110,66
44,80,99,83,1,71,110,67
44,65,105,65,7,65,110,75
53,82,110,85,2,83,110,65
32,70,105,83,7,74,100,71
14,76,116,71,2,82,110,67
89,68,116,77,3,76,102,71
54,67,116,76,8,66,102,83
10,83,99,67,1,90,100,73
77,68,99,77,10,66,100,76
7,79,99,67,9,65,102,84
29,67,116,85,9,67,110,69
50,70,99,84,1,76,100,67
52,66,116,84,4,83,100,83
27,77,116,66,8,78,102,83
98,78,99,68,8,74,102,77
7,71,110,66,7,66,100,83
64,78,111,69,3,80,102,83
65,84,116,67,6,77,100,69
8,84,111,66,10,86,100,66
97,66,99,68,10,65,110,76
66,69,116,84,10,85,110,85
92,66,116,65,3,65,100,78
82,77,99,77,6,76,100,90
67,67,116,67,9,83,102,66
12,74,111,70,8,73,100,77
10,86,99,80,1,83,102,71
87,65,111,83,1,83,100,80
63,67,110,66,3,66,102,73
24,75,116,66,6,77,100,78
93,65,116,86,2,77,110,78
29,78,105,69,4,65,110,84
25,76,99,67,7,75,100,65
16,76,99,66,8,77,110,76
80,76,99,71,3,77,102,77
13,65,110,78,4,84,102,65
74,74,105,69,10,73,110,67
30,81,111,90,8,83,102,66
96,77,116,83,9,74,102,77
97,74,99,82,7,71,100,70
95,71,116,65,5,84,100,78
89,70,116,68,8,78,102,76
14,73,116,74,8,83,110,75
22,83,99,69,10,89,110,77
22,84,99,68,8,71,102,69
25,74,116,75,4,83,102,73
88,72,116,70,4,67,102,66
81,75,116,78,3,71,100,79
70,71,116,68,3,65,100,77
44,83,99,74,1,80,100,71
35,77,116,73,5,67,100,77
21,82,111,77,8,65,110,69
94,74,116,67,4,67,100,83
29,67,110,65,9,85,102,73
11,72,110,68,5,76,100,66
24,72,111,69,7,83,100,78
14,67,99,73,7,78,100,83
63,65,99,86,9,71,102,77
21,78,116,83,1,71,102,80
51,77,105,77,8,69,102,66
78,84,99,67,4,68,102,84
64,78,111,71,6,67,100,71
21,66,116,84,10,83,110,77
22,74,99,82,1,78,100,80
61,82,116,76,6,66,100,77
37,84,110,74,9,67,102,68
89,79,99,83,8,78,100,82
42,71,99,80,10,67,102,66
23,67,111,66,6,77,100,65
50,66,105,78,5,69,102,77
77,68,99,85,6,80,100,71
18,68,99,76,4,71,100,66
95,67,116,69,3,71,102,72
98,80,110,78,4,75,102,73
75,65,116,66,7,83,110,71
12,72,105,77,10,83,100,67
61,71,99,85,4,66,102,76
80,68,99,77,4,78,102,71
73,67,116,86,1,75,100,65
65,66,110,73,9,67,110,80
16,74,116,83,10,71,100,80
34,72,99,71,4,78,100,77
21,82,105,83,5,66,102,89
70,76,99,83,6,66,110,84
29,65,111,71,5,67,100,68
14,78,99,67,9,83,102,67
93,74,116,76,2,67,102,74
44,65,99,73,4,80,102,65
78,75,110,83,6,85,100,77
26,65,110,77,10,66,100,74
38,67,99,83,1,83,102,67
34,69,110,83,10,66,110,82
4,78,99,68,10,78,102,71
8,76,99,66,9,79,100,76
28,65,105,85,2,74,100,83
3,68,99,79,6,67,100,80
68,69,111,71,3,65,110,79
11,71,110,73,1,67,100,84
46,69,99,69,6,77,102,85
86,68,116,77,3,66,110,83
99,65,110,65,6,71,110,85
39,69,116,80,6,77,102,83
80,67,99,70,9,86,100,80
99,82,99,84,8,78,110,80
21,72,110,83,8,77,110,84
86,75,111,80,4,65,110,66
49,72,99,83,6,84,110,77
10,82,116,84,5,71,100,67
17,78,116,83,9,84,102,76
43,68,99,85,3,69,110,72
84,77,110,73,6,67,110,66
54,87,99,80,3,75,102,66
31,71,99,83,10,71,102,69
33,76,99,85,4,84,102,84
42,77,99,66,10,80,100,77
50,67,105,69,6,80,102,83
13,65,116,67,7,78,110,78
41,70,116,77,3,82,102,67
100,65,105,84,6,76,110,73
78,82,116,67,10,71,100,85
76,82,110,69,6,67,102,66
1,65,99,70,6,65,110,67
61,67,105,65,8,85,102,71
22,70,99,77,1,67,110,80
94,67,116,86,3,78,100,76
55,78,111,67,10,65,110,73
5,78,110,65,3,77,100,66
60,78,99,70,10,71,100,65
21,68,110,71,10,73,100,77
18,77,99,65,10,83,110,85
22,67,116,72,1,84,102,75
35,82,111,80,4,78,102,77
56,68,116,82,3,65,100,65
41,82,99,73,9,77,110,83
59,75,111,74,2,77,100,72
27,66,116,76,7,65,110,73
36,84,105,86,8,83,110,66
39,65,99,78,6,90,102,84
51,65,116,67,8,85,110,84
98,76,116,84,5,66,100,84
12,68,105,77,3,83,102,83
88,66,99,76,7,73,110,78
49,66,105,83,4,68,100,78
31,77,116,66,8,80,100,84
12,80,116,84,10,66,102,76
28,68,105,66,10,74,110,86
2,77,111,84,5,73,102,72
81,67,111,65,2,84,110,74
30,79,105,69,6,80,110,68
76,67,99,78,7,65,102,67
51,82,116,77,10,83,100,80
36,68,99,83,10,71,110,74
100,67,110,75,1,84,102,77
48,65,99,90,9,67,110,67
61,66,116,80,2,84,100,84
93,68,99,83,5,85,100,71
64,82,105,75,10,65,100,77
62,86,99,65,5,78,110,72
59,82,99,77,6,71,100,67
82,89,116,83,8,65,110,71
36,68,116,72,8,69,100,76
24,71,116,84,6,67,102,83
22,79,105,83,2,83,100,73
43,82,99,90,6,76,102,69
5,65,110,69,10,80,100,84
45,77,105,77,6,71,100,78
94,74,99,72,6,70,100,74
92,73,105,84,6,66,102,83
8,65,99,84,4,83,100,77
81,78,111,83,8,83,102,65
19,78,99,71,7,77,100,84
7,83,99,76,6,68,100,84
26,75,116,83,7,75,110,67
37,78,99,78,9,66,100,65
49,74,110,65,9,67,102,73
34,78,116,80,4,77,102,67
28,83,110,80,8,73,100,78
96,89,116,73,1,74,102,84
55,68,105,66,3,73,110,83
8,80,110,68,3,65,100,74
44,69,116,75,10,77,110,84
41,68,111,67,4,65,102,65
4,68,116,72,3,76,100,71
79,75,105,85,8,73,100,77
99,77,99,82,8,77,100,77
56,67,99,69,2,67,110,78
26,77,105,83,10,74,102,66
8,80,116,83,10,69,110,80
95,69,99,77,10,77,102,78
73,76,116,80,9,74,100,76
4,67,105,65,10,83,110,67
65,65,105,70,8,73,102,77
69,80,105,84,1,86,102,66
49,67,111,76,6,67,100,66
34,79,105,69,6,76,100,65
5,82,105,71,6,73,102,83
5,70,110,73,9,86,110,83
95,77,111,80,3,77,110,77
82,73,99,83,8,65,110,74
43,68,111,74,6,67,100,76
4,77,116,68,6,66,110,67
13,68,99,89,3,78,100,83
27,76,105,83,9,67,100,80
19,74,99,74,8,90,102,69
71,73,99,84,4,77,100,83
62,82,99,67,2,66,100,66
82,82,116,69,4,67,100,83
87,65,116,79,10,83,102,85
63,65,111,84,3,90,110,77
85,77,116,83,1,68,102,66
34,77,99,83,5,84,110,80
35,74,111,84,4,77,102,82
46,65,110,83,5,67,102,85
53,69,99,80,3,65,110,67
80,69,99,85,10,66,110,80
5,83,116,65,4,71,110,83
50,75,99,71,9,66,110,75
16,77,99,86,7,67,102,77
5,83,116,90,7,65,100,83
46,77,99,73,2,69,102,65
68,77,110,71,8,83,100,80
56,82,116,71,6,83,110,77
76,76,105,76,8,69,110,83
85,67,111,71,1,71,110,67
89,68,99,85,5,70,102,86
10,77,99,83,7,77,110,74
58,75,99,77,5,84,110,72
22,90,111,66,1,77,100,67
64,65,105,65,5,71,110,67
30,71,111,77,8,78,100,86
31,68,116,86,1,67,110,83
36,77,105,67,10,78,102,77
85,76,99,83,3,68,100,73
77,82,110,80,5,80,100,67
69,86,111,71,3,82,100,77
94,69,105,76,9,67,102,82
82,65,110,78,3,77,100,85
64,71,99,78,3,83,100,65
47,77,110,71,3,84,102,76
21,74,110,70,7,83,110,82
15,90,110,77,1,77,110,73
68,74,105,71,9,65,100,80
36,67,105,78,3,72,100,78
46,83,105,66,4,66,110,76
40,87,111,65,7,90,100,83
14,70,111,83,9,80,110,71
25,86,105,71,7,77,110,66
88,72,105,81,9,83,102,76
88,74,99,65,10,68,100,66
72,69,99,73,5,77,110,84
6,75,105,65,7,80,110,71
49,65,99,84,6,85,100,83
24,76,116,65,4,84,100,75
9,71,110,78,1,65,102,77
53,70,116,83,9,65,110,77
16,78,105,83,10,73,100,78
60,80,105,73,4,77,102,84
62,82,116,78,8,66,102,83
11,71,105,80,3,77,110,67
97,83,116,67,8,77,100,71
68,75,116,80,1,66,102,65
27,66,105,83,6,68,100,84
58,77,99,71,9,85,110,71
47,74,116,68,1,80,100,67
88,69,110,66,2,83,110,85
90,75,105,67,4,83,110,90
17,80,116,77,1,78,110,69
65,66,116,83,10,80,102,77
46,65,105,86,3,84,100,82
37,83,116,75,4,77,110,67
85,74,110,77,6,72,100,89
100,66,105,83,10,83,102,75
56,82,116,67,10,76,110,78
32,76,110,68,3,84,100,67
13,84,116,77,7,77,102,65
39,76,99,83,4,77,100,83
85,76,116,78,9,83,110,65
33,87,99,77,8,68,102,85
75,82,105,75,4,80,110,71
21,69,116,85,8,73,100,77
48,83,111,83,8,67,102,66
82,69,99,83,7,76,100,80
5,84,116,71,2,83,102,71
66,77,99,86,4,80,102,86
57,67,105,75,10,78,100,86
95,77,111,76,1,67,102,77
92,77,99,83,3,74,102,65
21,74,111,66,8,66,110,65
71,82,111,67,9,71,100,66
71,69,99,72,1,67,110,67
68,68,110,76,6,83,110,67
93,76,99,83,7,83,102,76
55,76,116,83,5,84,100,84
28,74,110,78,4,71,100,66
7,66,99,71,1,85,110,80
51,76,99,85,9,83,100,72
53,66,99,76,7,83,100,76
61,82,99,69,2,72,102,67
74,82,116,70,5,66,110,68
38,76,116,69,6,83,102,67
55,68,105,77,3,77,102,75
19,77,105,65,4,80,110,77
38,68,110,79,6,82,102,73
35,74,99,75,5,84,110,67
56,65,99,84,5,77,100,76
24,78,99,80,8,77,102,78
94,77,99,77,3,75,100,86
11,77,110,67,7,79,102,83
83,69,110,78,5,67,102,83
71,79,116,82,5,69,100,84
93,76,116,67,7,66,110,67
42,82,116,73,5,84,110,68
81,71,99,67,2,83,102,77
34,79,99,82,4,69,102,76
